-0.011000,0.062966,-0.110279,0.150561
0.063037,-0.081293,-0.083139,0.215360
0.137111,-0.261897,0.064640,0.215520
0.109927,-0.215967,-0.239936,0.156639
0.140724,-0.174467,-0.196442,0.093763
-0.084176,-0.012841,0.128092,0.070929
-0.007840,-0.029019,-0.120159,0.114949
0.014639,-0.088457,0.156024,-0.040640
0.006388,-0.099690,-0.171281,0.161546
0.182714,-0.195781,-0.136391,-0.096697
0.128932,-0.072523,0.151559,-0.193101
0.044005,0.218819,0.134299,-0.131146
-0.019071,0.079335,-0.288305,0.074176
-0.047417,0.142670,-0.207366,0.016752
0.074991,0.152103,-0.250879,0.036795
-0.016389,0.018268,0.108777,-0.021104
-0.119282,0.012542,-0.016017,-0.020825
-0.132571,0.214523,-0.028461,-0.096480
0.060090,-0.105854,-0.003555,0.057802
-0.079103,0.201652,-0.087532,-0.024421
-0.042440,0.154021,-0.152669,0.154197
-0.184894,0.205754,0.161496,-0.198817
-0.089384,0.120678,-0.009177,-0.128581
0.199535,0.102057,-0.192154,-0.148009
-0.178641,0.223206,0.039938,-0.142956
-0.023450,-0.222586,0.138533,0.201520
0.081146,0.022597,0.065789,-0.291394
-0.010528,0.011796,0.252010,-0.116441
-0.052943,0.157045,0.175981,-0.230129
-0.251864,-0.109072,0.157055,0.026541
-0.146567,0.176725,0.147758,-0.168139
-0.093985,-0.123574,0.083480,0.098322
0.070998,0.014906,0.171646,-0.225218
0.131966,0.050304,-0.093546,-0.131317
-0.036094,-0.093269,0.028925,0.223593
0.014291,0.063217,-0.065807,-0.115051
0.214715,0.127878,0.041027,-0.179281
-0.060315,0.007020,0.027119,0.067438
-0.128853,0.133165,0.079222,-0.243613
-0.015408,-0.186577,0.200659,0.073592
0.136244,-0.237296,-0.145066,0.173863
0.004911,-0.048685,0.009101,0.078278
-0.029776,0.026905,0.210576,-0.136266
-0.135982,-0.040178,0.223337,-0.171056
-0.027708,-0.166485,0.230762,-0.230084
0.031191,-0.033180,0.051548,-0.060768
0.198784,-0.110877,0.125921,-0.129055
0.071189,-0.168754,0.079584,-0.083221
-0.165251,0.115250,0.028587,-0.191184
-0.040882,0.025652,0.298355,-0.190929
-0.028224,0.170367,-0.161126,0.089261
-0.268053,0.016682,0.177630,0.133663
0.121288,-0.064041,-0.101242,-0.221369
-0.157764,-0.189162,0.097540,0.148183
-0.074075,0.023014,0.229491,-0.190305
0.088875,0.225676,-0.236096,0.199377
0.061821,0.039382,-0.227933,0.211299
0.131981,-0.098667,0.113677,-0.184356
0.025925,0.104531,-0.181320,-0.100233
0.099168,0.016829,-0.002493,-0.049383
0.222806,-0.262172,-0.041243,-0.068334
0.216793,-0.133950,-0.062616,-0.208083
0.087812,-0.067653,-0.087529,-0.023512
0.189878,-0.074114,0.102681,-0.141068
0.171441,0.024169,0.018214,-0.154941
0.220478,-0.176026,0.010909,0.008085
-0.027710,0.011837,0.104701,-0.242414
-0.171490,0.254932,-0.114864,0.148730
0.123700,-0.015339,0.041843,-0.122495
-0.025759,0.039584,0.169353,-0.016857
0.027787,-0.253425,0.117698,0.000659
0.023039,-0.136671,0.141397,-0.046920
-0.040976,0.052025,0.182365,-0.065674
-0.183449,0.162167,-0.084493,0.244868
0.227433,-0.080956,-0.217308,0.081033
0.028799,0.220551,-0.235101,-0.088711
0.012380,0.064997,0.026865,-0.099064
0.042222,0.070552,-0.193815,0.037577
0.196342,-0.194882,-0.055095,-0.155573
0.175464,-0.027405,-0.250262,-0.030817
0.123478,-0.144234,-0.012522,0.011443
-0.025439,-0.150922,0.025427,0.072748
0.054671,0.203499,0.058166,-0.192713
0.170485,-0.220943,0.075448,-0.066785
-0.019001,0.012370,-0.272773,0.035736
-0.015337,0.141891,-0.076713,-0.071129
-0.201098,0.122105,0.140978,-0.056776
0.132800,-0.142572,-0.017055,-0.186833
-0.117876,0.094687,0.006799,-0.005400
-0.150325,-0.093453,0.105448,0.111700
-0.211352,0.083104,-0.095372,0.193898
-0.132533,0.083553,0.082020,0.038176
0.117558,0.018762,0.154608,-0.262597
-0.102949,0.170795,-0.018925,-0.068326
-0.091044,0.185684,0.210475,-0.121615
0.002600,-0.111630,0.095212,-0.115722
-0.015619,-0.008919,0.027338,0.028327
0.131984,-0.024286,0.013123,-0.003333
0.230112,-0.127779,0.080010,-0.170263
-0.008247,0.161497,-0.076639,-0.062928
-0.008523,0.188848,0.078307,-0.136826
0.125205,-0.090576,0.111246,-0.081911
0.026298,-0.188941,0.215179,-0.117542
0.217427,-0.019076,-0.169784,-0.232154
0.173488,-0.150726,-0.036754,-0.077440
0.212115,-0.139719,0.087414,-0.009124
0.143808,-0.119486,-0.235561,0.124254
0.014307,0.029942,0.019475,0.008241
-0.268568,0.042661,0.003902,0.169703
0.057150,-0.098234,0.000447,0.044524
-0.187318,-0.101805,0.018508,0.137018
0.054953,-0.161251,0.017204,0.148281
-0.012932,0.020803,0.152855,-0.172949
0.037054,-0.133560,-0.011648,0.033691
-0.113647,-0.064658,-0.016679,0.051671
-0.021842,-0.108852,-0.110745,0.148812
0.048545,-0.169728,0.031785,0.002086
0.084375,0.017436,-0.022552,-0.119784
-0.052906,0.122149,0.046138,-0.156397
-0.074392,0.015606,0.153398,-0.075413
-0.009538,-0.005859,0.058004,-0.042834
0.090237,-0.001197,0.130941,-0.067556
0.078550,-0.014478,0.044419,-0.187935
0.095218,-0.076946,-0.009794,0.079588
0.055675,0.126965,0.004939,-0.132432
0.197952,0.092532,-0.164431,-0.047925
0.109255,-0.017861,-0.158436,0.173407
0.225275,0.089052,0.038063,-0.144150
-0.020690,-0.129919,-0.012488,0.078087
-0.082671,0.035692,0.063866,-0.139366
-0.067474,0.126857,-0.111760,0.090165
-0.023325,0.067745,-0.102857,-0.112281
-0.093368,0.103295,0.032971,-0.107831
0.043729,-0.032679,-0.128906,0.274005
-0.147602,0.085473,0.041726,0.050738
-0.079634,0.174305,0.038847,-0.039159
-0.138517,0.190726,0.043821,-0.074325
-0.247790,0.205783,-0.226280,0.059007
0.102587,0.150557,-0.062395,0.000525
-0.011596,0.026378,-0.034338,-0.054595
-0.040531,0.032463,0.035376,-0.216209
0.005130,0.090627,0.147044,-0.022644
0.114108,-0.084543,0.054598,-0.065142
-0.130335,0.234762,-0.209597,0.044095
0.061078,0.070797,0.019700,0.018393
0.089083,-0.028453,0.050208,-0.157381
-0.114522,0.007155,-0.183837,0.182879
0.132917,-0.233687,0.036031,0.172837
0.181643,-0.221896,0.015025,-0.090596
-0.106344,-0.048322,-0.058739,0.226385
-0.125206,0.039905,0.126722,0.066510
0.017342,-0.131712,0.042730,-0.109759
-0.119304,-0.148403,0.118353,0.163111
0.153977,-0.067493,-0.072261,0.127759
-0.051310,-0.122457,0.164705,0.094323
-0.164254,-0.032023,0.198599,-0.025327
-0.099084,-0.115542,0.053000,-0.018357
0.125157,-0.183041,0.031049,0.255786
0.105537,-0.256011,0.074010,0.162328
-0.124526,0.143129,-0.155196,-0.047286
0.152791,0.056438,-0.051182,-0.133511
-0.132144,-0.109259,0.179911,0.050492
0.186694,-0.172357,-0.111411,-0.104820
0.021913,0.029951,-0.022970,0.209480
-0.213851,0.079112,-0.109261,0.229595
-0.009350,-0.010069,-0.030598,0.016333
0.028755,-0.119243,0.119272,-0.076508
-0.157694,0.167367,0.159349,-0.018915
-0.020792,0.160139,-0.041224,0.048907
-0.105583,-0.096419,0.047102,-0.002979
-0.068032,0.103601,-0.148062,0.051761
-0.235211,0.110240,-0.008529,-0.037870
0.172132,-0.007227,-0.132327,0.038836
0.106076,0.270849,0.027940,-0.224131
