0.088109,-0.115319,0.146941,-0.102620
-0.055094,0.009815,0.086582,0.005879
0.044597,0.081071,0.026124,-0.142352
-0.027150,0.089594,-0.057055,-0.023141
0.052441,-0.157941,-0.145097,0.097724
0.227711,0.034357,-0.144697,0.003836
-0.130872,0.005651,-0.082568,0.149701
-0.052840,-0.131550,-0.010696,0.108176
-0.055627,-0.001040,-0.152703,0.168561
0.133583,0.195107,-0.093251,-0.106672
-0.022436,0.030188,-0.008765,-0.034786
0.047556,-0.142180,0.082462,0.103061
-0.173329,-0.107011,0.194622,0.054520
-0.004771,-0.069366,0.048398,0.018527
0.064426,0.145828,0.116204,-0.169039
-0.017893,-0.002230,0.095453,0.041918
-0.046348,-0.188713,-0.041405,0.181216
-0.126484,0.101938,-0.150237,0.160391
-0.090012,-0.086662,-0.119257,0.086566
-0.128448,0.093364,0.156202,0.151416
0.029913,0.082899,0.174332,-0.217294
-0.108677,-0.061327,-0.074074,0.161114
-0.125876,0.015389,-0.157788,0.183495
0.009895,0.154604,-0.197318,-0.044152
-0.175631,-0.081374,-0.054160,0.139765
-0.114486,-0.084998,-0.017191,0.211557
-0.257247,0.207436,0.131617,0.090748
0.084710,-0.107554,0.070847,-0.112138
-0.007359,0.122993,-0.071840,-0.055356
0.048260,0.037407,0.039163,-0.083170
0.007408,-0.204844,0.088830,0.124765
0.007804,0.183021,-0.182391,-0.088926
-0.137442,0.065057,-0.154547,0.123905
-0.028818,0.121542,-0.265944,-0.063994
0.091183,0.276464,-0.138634,-0.183429
0.006612,-0.142162,0.207134,0.088268
-0.091929,0.176677,-0.171491,-0.088548
0.007787,0.127551,-0.089848,-0.004195
0.043017,-0.160356,0.021017,0.127409
0.048984,-0.000813,-0.087666,-0.087632
0.156013,0.207847,-0.217374,-0.019443
-0.111736,0.162688,-0.024201,0.083274
0.013969,0.174511,-0.179045,-0.056053
0.004156,-0.205385,0.089825,0.207931
0.075274,-0.208053,-0.026924,-0.043603
-0.154026,-0.145410,0.233788,-0.052467
-0.118819,-0.120566,0.140724,0.056368
-0.034364,0.138315,-0.000996,-0.092629
-0.199039,-0.203971,0.220374,0.167541
-0.016443,-0.117828,-0.043806,0.141671
-0.190385,-0.035536,0.130506,0.146958
-0.257287,-0.052589,0.149869,0.050259
0.120662,0.154630,-0.066257,-0.214742
-0.077786,0.137136,-0.188450,0.199719
0.109692,0.072216,-0.162107,0.045109
0.202514,-0.078371,0.132947,-0.270777
0.166930,-0.170026,-0.117199,0.108991
0.162648,0.079839,-0.097916,-0.092013
0.186938,-0.032957,-0.170964,0.049903
-0.201741,-0.034111,0.189826,0.127517
0.133551,-0.034696,-0.100163,-0.168391
0.138404,-0.138170,-0.176970,-0.046649
0.081208,0.028133,-0.164944,0.111132
0.098872,-0.060084,-0.037865,-0.052512
0.103625,-0.072832,-0.174494,0.239114
-0.177470,0.199678,-0.034338,-0.026018
0.084317,0.009914,-0.226380,0.194602
0.082707,-0.091178,-0.197835,-0.053556
-0.003587,0.038024,-0.139546,0.110510
0.292971,-0.050231,-0.244867,-0.089423
-0.100699,0.115215,-0.033253,0.113572
-0.099963,-0.033219,-0.083584,0.100054
0.168893,-0.171596,-0.225175,0.162078
0.170743,-0.116009,-0.060273,-0.037967
-0.081724,-0.025648,0.059957,0.018729
0.167646,-0.036813,-0.135273,-0.155659
-0.156325,0.010778,0.139125,0.081059
-0.204937,0.102450,0.206987,0.094916
-0.075937,-0.115812,0.067374,0.203103
